id_lieu,adresse,code_insee_lieu,latitude,longitude,nom,type_lieu,code_insee_commune
3740,Chauss̩e de la Madeleine,44109,47.211056,-1.5519831,Parking H̩tel Dieu,Parking,44109
3741,Rue de la Porte Gell̩e,44109,47.20497,-1.544333,Parking Les Fonderies,Parking,44109
3742,Rue Arthur III,44109,47.205902,-1.5627278,Parking Les Machines,Parking,44109
3743,Rue Neuve des Capucins,44109,47.210873,-1.5623382,Parking M̩diath̩que,Parking,44109
3744,Route de Saint S̩bastien,44109,47.200138,-1.5333337,P+R Busway Gr̩neraie,Parking relais,44109
3745,Rue Gabriel Goudy,44109,47.1961,-1.5410478,P+R Tramway Goudy,Parking relais,44109
3746,Rue Henri IV,44109,47.21699,-1.5478505,Parking Ch̩teau,Parking,44109
3747,Chauss̩e de la Madeleine,44109,47.211056,-1.5519831,Parking H̩tel Dieu,Parking,44109
3748,Rue Arthur III,44109,47.205902,-1.5627278,Parking Les Machines,Parking,44109
3749,Rue Neuve des Capucins,44109,47.210873,-1.5623382,Parking M̩diath̩que,Parking,44109
3750,Quai Ferdinand Favre,44109,47.21253,-1.540899,Service Maritime Et Navigation Ecluse Saint F̩lix,Aire de covoiturage,44109
3751,Route de Gachet,44109,47.281094,-1.5184746,P+R Chronobus Chantrerie - Grandes Ecoles,Parking relais,44109
3752,Rue des Renards,44109,47.259323,-1.5682272,P+R Tramway Santos dumont,Parking relais,44109
3753,All̩e Baco,44109,47.214333,-1.5489888,Parking Baco-Lu 1 C̩t̩ Gare,Parking,44109
3754,Rue de la Porte Gell̩e,44109,47.20497,-1.544333,Parking Les Fonderies,Parking,44109
3755,Route de Sainte Luce,44109,47.24706,-1.4950686,Aire de covoiturage Bois des Anses,Aire de covoiturage,44109
3756,Quai Ernest Renaud,44109,47.205402,-1.5739814,Capitainerie du Port Atlantique Nantes Saint Nazaire,Parking,44109
3757,Rue Colette,44109,47.259495,-1.526681,P+R Tramway La Beaujoire,Parking relais,44109
3758,Route de la Chapelle Sur Erdre,44109,47.26395,-1.5749979,P+R Tramway Ren̩ Cassin,Parking relais,44109
3759,18 Rue du Moulin,44109,47.216663,-1.5540047,Parking decr̩-Bouffay,Parking,44109
3760,Parvis Neptune,44109,47.214077,-1.5525588,Parking Feydeau,Aire de covoiturage,44109
3761,Rue Scribe,44109,47.21431,-1.5625718,Parking Graslin,Aire de covoiturage,44109
3762,18 Quai Ernest Renaud,44109,47.205513,-1.5747113,Port Autonome de Nantes Saint Nazaire,Aire de covoiturage,44109
3763,Rue des Bourdonni̩res,44109,47.185974,-1.5213375,P+R Busway Bourdonni̩res,Parking relais,44109
3764,14 Rue du Ranzai,44109,47.25023,-1.5249752,P+R Tram-Train Haluch̩re 2,Parking relais,44109
3765,Rue Recteur Schmitt,44109,47.251736,-1.552903,P+R Tramway Recteur Schmitt 1,Parking relais,44109
3766,Place Aristide Briand,44109,47.217094,-1.5629364,Parking Aristide Briand,Parking,44109
3767,Quai de Tourville,44109,47.209362,-1.5572503,Parking Chu 1,Parking,44109
3768,4 Place de Bretagne,44109,47.217842,-1.5582501,Parking Tour Bretagne,Aire de covoiturage,44109
3769,Boulevard de la Prairie de Mauves,44109,47.220257,-1.5158514,P+R Chronobus Prairie de Mauves,Parking relais,44109
3770,Rue Sully,44109,47.220814,-1.5510561,Parking Cath̩drale,Parking,44109
3771,Quai de la Fosse,44109,47.20829,-1.5689156,Parking Chantiers Navals,Parking,44109
3772,Quai Moncousu,44109,47.20889,-1.5529139,Parking Chu 2,Parking,44109
3773,All̩e de l'Ile Gloriette,44109,47.211178,-1.5584388,Parking Gloriette 1,Parking,44109
3774,Rue Le N̩tre,44109,47.220257,-1.5583574,Parking Talensac,Aire de covoiturage,44109
3775,Quai de Versailles,44109,47.225204,-1.5537246,Port de L'Erdre,Aire de covoiturage,44109
3776,Rue du Ranzai,44109,47.24845,-1.5228312,P+R Tram-Train Haluch̩re 1,Parking relais,44109
3777,Route de Saint Joseph,44109,47.254364,-1.5331366,P+R Tramway Ranzay,Parking relais,44109
3778,All̩e Baco,44109,47.21315,-1.5516043,Parking Baco-Lu 2 C̩t̩ Chu,Parking,44109
3779,Impasse de la Courtine,44109,47.22236,-1.5576937,Parking Bellamy,Parking,44109
3780,Place du Commerce,44109,47.21312,-1.5577133,Parking Commerce,Parking,44109
3781,Rue Albert de Mun,44109,47.210274,-1.5602844,Parking Gloriette 2,Parking,44109
3782,1 Avenue Flora Tristan,44109,47.257877,-1.5098321,Aire de covoiturage Carrefour Beaujoire,Aire de covoiturage,44109
3783,Cours John Kennedy,44109,47.21669,-1.5449843,Parking Gare Nord,Aire de covoiturage,44109
3784,Avenue Jean Claude Bonduelle,44109,47.212902,-1.5439713,Parking Cit̩ des Congr̩s,Parking,44109
3785,14c Place du Champ de Foire. 44390 Nort-sur-Erdre,44110,47.436916,-1.501034,Place du Champ de Foire,Parking,44110
3786,Rue de Bretagne. 44390 Nort-sur-Erdre,44110,47.439648,-1.480461,Intermarch̩,Supermarch̩,44110
3787,14c Place du Champ de Foire. 44390 Nort-sur-Erdre,44110,47.436916,-1.501034,Place du Champ de Foire,Parking,44110
3788,Rue de Bretagne. 44390 Nort-sur-Erdre,44110,47.439648,-1.480461,Intermarch̩,Supermarch̩,44110
3817,16 La Hirtais. 44160 Sainte-Anne-sur-Brivet,44129,47.436504,-2.079436,Aire de covoiturage de La Piscine,Aire de covoiturage,44129
3818,Route de Beaulieu le Calvaire. 44160 Pontch̩teau,44129,47.45006,-2.127099,Le Relais de Beaulieu,Parking,44129
3819,118 Rue Maurice Sambron. 44160 Pontch̩teau,44129,47.446026,-2.091136,Parking covoiturage Pontch̩teau,Parking,44129
3820,16 La Hirtais. 44160 Sainte-Anne-sur-Brivet,44129,47.436504,-2.079436,Aire de covoiturage de La Piscine,Aire de covoiturage,44129
3821,118 Rue Maurice Sambron. 44160 Pontch̩teau,44129,47.446026,-2.091136,Parking covoiturage Pontch̩teau,Parking,44129
3822,Route de Beaulieu le Calvaire. 44160 Pontch̩teau,44129,47.45006,-2.127099,Le Relais de Beaulieu,Parking,44129
3825,Rue Jules Ferry. 44210 Pornic,44131,47.121628,-2.094355,Aire de covoiturage du Val St Martin,Aire de covoiturage,44131
3826,1 Rue du Trait̩ de Paris. 44210 Pornic,44131,47.128067,-2.1190953,Parking E.Leclerc Drive,Supermarch̩,44131
3827,1 Rue du Trait̩ de Paris. 44210 Pornic,44131,47.128067,-2.1190953,Parking E.Leclerc Drive,Supermarch̩,44131
3828,Rue Jules Ferry. 44210 Pornic,44131,47.121628,-2.094355,Aire de covoiturage du Val St Martin,Aire de covoiturage,44131
3845,All̩e Claude Cho̩met,44143,47.195576,-1.5783778,Port de Trentemoult,Aire de covoiturage,44143
3846,Rue Ordronneau,44143,47.191963,-1.5806876,P+R Navibus Trentemoult-D̩p̩t,Parking relais,44143
3847,Quai Surcouf,44143,47.19525,-1.577784,P+R Navibus Trentemoult-Roquios,Parking relais,44143
3848,Avenue Andr̩ Malraux,44143,47.190033,-1.5514394,P+R Tramway 8 Mai,Parking relais,44143
3849,Avenue L̩on Blum,44143,47.183292,-1.5710956,P+R Tramway Trocardi̩re,Parking relais,44143
3850,7 Boulevard Mend̩s France. 44400 Rez̩,44143,47.17765,-1.529599,Maison de La S̩vre,Parking,44143
3851,All̩e Claude Cho̩met,44143,47.195576,-1.5783778,Port de Trentemoult,Aire de covoiturage,44143
3852,Avenue L̩on Blum,44143,47.183292,-1.5710956,P+R Tramway Trocardi̩re,Parking relais,44143
3853,Rue Ordronneau,44143,47.191963,-1.5806876,P+R Navibus Trentemoult-D̩p̩t,Parking relais,44143
3854,Quai Surcouf,44143,47.19525,-1.577784,P+R Navibus Trentemoult-Roquios,Parking relais,44143
3855,Avenue Andr̩ Malraux,44143,47.190033,-1.5514394,P+R Tramway 8 Mai,Parking relais,44143
3856,7 Boulevard Mend̩s France. 44400 Rez̩,44143,47.17765,-1.529599,Maison de La S̩vre,Parking,44143
3871,5 Rue de la Bertini̩re. 44310 Saint-Colomban,44155,47.014065,-1.5693551,Parking La Bertini̩re,Parking,44155
3872,5 Rue de la Bertini̩re. 44310 Saint-Colomban,44155,47.014065,-1.5693551,Parking La Bertini̩re,Parking,44155
3881,Boulevard Salvador Allende,44162,47.21848,-1.6215724,Aire de covoiturage Frachon,Aire de covoiturage,44162
3882,Rue Oc̩ane,44162,47.225723,-1.6262465,Aire de covoiturage Norauto Atlantis,Aire de covoiturage,44162
3883,Rue de la Gare,44162,47.204372,-1.6605883,P+R Ter Gare de Basse-Indre Nord,Parking relais,44162
3884,Rue de la Gare,44162,47.20416,-1.6610382,P+R Ter Gare de Basse-Indre Sud,Parking relais,44162
3885,Rue Virginia Woolf,44162,47.221706,-1.6394842,P+R Tramway Fran̩ois Mitterrand,Parking relais,44162
3886,Boulevard Marcel Paul,44162,47.245903,-1.6180084,P+R Tramway Marcel Paul,Parking relais,44162
3887,Rue de la Gare,44162,47.204372,-1.6605883,P+R Ter Gare de Basse-Indre Nord,Parking relais,44162
3888,Boulevard Marcel Paul,44162,47.245903,-1.6180084,P+R Tramway Marcel Paul,Parking relais,44162
3889,Rue Oc̩ane,44162,47.225723,-1.6262465,Aire de covoiturage Norauto Atlantis,Aire de covoiturage,44162
3890,Rue Virginia Woolf,44162,47.221706,-1.6394842,P+R Tramway Fran̩ois Mitterrand,Parking relais,44162
3891,Boulevard Salvador Allende,44162,47.21848,-1.6215724,Aire de covoiturage Frachon,Aire de covoiturage,44162
3892,Rue de la Gare,44162,47.20416,-1.6610382,P+R Ter Gare de Basse-Indre Sud,Parking relais,44162
3895,12 Route de Rouans. 44680 Saint-Hilaire-de-Chal̩ons,44164,47.12976,-1.833816,Aire de covoiturage Le Pont B̩ranger,Aire de covoiturage,44164
3896,12 Route de Rouans. 44680 Saint-Hilaire-de-Chal̩ons,44164,47.12976,-1.833816,Aire de covoiturage Le Pont B̩ranger,Aire de covoiturage,44164
3925,45 Route de Fondeline. 44600 Saint-Nazaire,44184,47.286682,-2.29949,Parc D'Activit̩ de Brais,Parking,44184
3926,Pr̩ Hembert. 44600 Saint-Nazaire,44184,47.264496,-2.2600079,Parking Albert Einstein,Parking,44184
3927,45 Route de Fondeline. 44600 Saint-Nazaire,44184,47.286682,-2.29949,Parc D'Activit̩ de Brais,Parking,44184
3928,Pr̩ Hembert. 44600 Saint-Nazaire,44184,47.264496,-2.2600079,Parking Albert Einstein,Parking,44184
3963,65 Rue du Pont. 44440 Teill̩,44202,47.45997,-1.278491,Parking Rue du Pont,Parking,72349
3964,65 Rue du Pont. 44440 Teill̩,44202,47.45997,-1.278491,Parking Rue du Pont,Parking,72349
3975,ZI Des Tuileries. BP 39511. Route d'Ancenis. 44195 Vallet,44212,47.218227,-1.2333226,Parking Zi Les Tuilleries,Parking,44212
3976,D763. 44330 Vallet,44212,47.154705,-1.275787,Aire de covoiturage de Vallet,Aire de covoiturage,44212
3977,D763. 44330 Vallet,44212,47.154705,-1.275787,Aire de covoiturage de Vallet,Aire de covoiturage,44212
3978,ZI Des Tuileries. BP 39511. Route d'Ancenis. 44195 Vallet,44212,47.218227,-1.2333226,Parking Zi Les Tuilleries,Parking,44212
3983,5 Route de Marsac. 44170 Vay,44214,47.555332,-1.7011642,Parking Atelier Municipal,Parking,44214
3984,5 Route de Marsac. 44170 Vay,44214,47.555332,-1.7011642,Parking Atelier Municipal,Parking,44214
3985,Rue de la Grand' Maison,44215,47.18517,-1.5106742,P+R Busway Mara̩chers,Parking relais,44215
3986,Boulevard Auguste Priou,44215,47.180176,-1.5051602,P+R Busway Porte de Vertou,Parking relais,44215
3987,Boulevard Auguste Priou,44215,47.180176,-1.5051602,P+R Busway Porte de Vertou,Parking relais,44215
3988,Rue de la Grand' Maison,44215,47.18517,-1.5106742,P+R Busway Mara̩chers,Parking relais,44215
4007,D2. 45130 Baule,45024,47.82106,1.6825497,Aire de covoiturage de Baule,Aire de covoiturage,45024
4116,50 Rue Bernard de la Rochefoucauld. 45450 Fay-aux-Loges,45142,47.909172,2.135969,Aire de covoiturage Zac des Loges,Aire de covoiturage,45142
4133,141 Rue G̩n̩ral Leclerc. 45240 La Fert̩-Saint-Aubin,45146,47.716858,1.9410744,Aire de covoiturage de La Ferte Saint Aubin,Aire de covoiturage,45146
4141,1 Rue de la Fabrique. 45500 Gien,45155,47.688515,2.6202765,Aire de covoiturage de Gien,Aire de covoiturage,45155
4246,8 Route de Gien. 45600 Sully-sur-Loire,45315,47.76382,2.3823814,Aire de covoiturage de Sully Sur Loire,Aire de covoiturage,45315
4260,53 Avenue de la Lib̩ration. 45700 Villemandeur,45338,47.98959,2.6922271,Aire de covoiturage de covoiturage de Villemandeur,Aire de covoiturage,45338
4294,Sur Le Parking Entre La D813. Le Rond-Point De L'Entr̩e Du Village Et La Voie Ferr̩e.,47210,44.24983,0.394924,Aire de covoiturage de Port-Sainte-Marie,Aire de covoiturage,47210
4298,Sur L'Esplanade ̩ric Faure. En Bordure De La D16 Qui Monte ̩La Bastide En Venant D'Agen.,47217,44.18691,0.78873,Aire de covoiturage de Puymirol,Aire de covoiturage,47217
4299,Sur Le Parking Dans Le Bourg En Face De La Salle Des F̩tes.,47228,44.33367,0.718697,Aire de covoiturage de Saint-Antoine-de-Ficalba,Aire de covoiturage,47238
4300,Au Niveau Rond-Point De La Zone De Nombel (D911 - D113).,47252,44.39113,0.581513,Aire de covoiturage de Sainte-Livrade-sur-Lot,Aire de covoiturage,47252
4315,D901 DANS LE BLEYMARD AU DESSUS DU STADE,48027,44.490566,3.7378247,Aire de covoiturage du Bleymard,Aire de covoiturage,48027
4328,giratoire ̩changeur D768-D775 (acc̩s vers La Croix Cadeau),49015,47.514313,-0.617034,Aire de covoiturage du Fl̩chet,Aire de covoiturage,85010
4329,giratoire ̩changeur D768-D775 (acc̩s vers La Croix Cadeau),49015,47.514313,-0.617034,Aire de covoiturage du Fl̩chet,Aire de covoiturage,85010
4375,Giratoire ̩changeur D160-N249 (Cholet Ouest),49099,47.03561,-0.905585,Aire de covoiturage de D̩nia,Aire de covoiturage,49099
4376,Giratoire ̩changeur D160-N249 (Cholet Ouest),49099,47.03561,-0.905585,Aire de covoiturage de D̩nia,Aire de covoiturage,49099
4379,giratoire D960-D761 D̩viation de Dou̩ (vers Montreuil-Bellay),49125,47.18297,-0.248529,Aire de covoiturage de La Saulaie,Aire de covoiturage,49125
4380,giratoire D960-D761 D̩viation de Dou̩ (vers Montreuil-Bellay),49125,47.18297,-0.248529,Aire de covoiturage de La Saulaie,Aire de covoiturage,49125
4394,giratoire nord D̩viation de La Membrolle,49200,47.56662,-0.678134,Aire de covoiturage du Tertre,Aire de covoiturage,49200
4395,giratoire nord D̩viation de La Membrolle,49200,47.56662,-0.678134,Aire de covoiturage du Tertre,Aire de covoiturage,49200
4458,giratoire Nord D̩viation Segr̩ (D775-D923),49331,47.697887,-0.869316,Aire de covoiturage de La Promenade,Aire de covoiturage,49331
4459,giratoire Est D̩viation Segr̩ (D775-D923) - rue David d'Angers,49331,47.68502,-0.857777,Aire de covoiturage de L'Europe,Aire de covoiturage,49331
4460,giratoire Est D̩viation Segr̩ (D775-D923) - rue David d'Angers,49331,47.68502,-0.857777,Aire de covoiturage de L'Europe,Aire de covoiturage,49331
4461,giratoire Nord D̩viation Segr̩ (D775-D923),49331,47.697887,-0.869316,Aire de covoiturage de La Promenade,Aire de covoiturage,49331
4471,RD 913,50099,49.333652,-1.264369,Aire de Saint-Come du Mont - le Mont,Aire de covoiturage,50099
4472,Sortie ZI de Carentan sur RN 174,50099,49.32136,-1.241577,Aire de Carentan - Blactot,Parking,50099
4475,La Hastonni̩re 50200 Courcy,50145,49.066364,-1.390581,Aire de Cambernon - les Nesli̩res,Parking,51183
4476,Le haut de D̩lasse,50147,49.054153,-1.46632,Aire de Coutances - la Paleti̩re,Aire de covoiturage,50147
4482,Parking du champ de foire,50267,49.212135,-1.526966,Aire de Lessay - Champ de Foire (Int̩r̩t local),Parking,50267
4503,Route de Candol,50502,49.10048,-1.116486,Aire de Saint-L̩ - la Maison du D̩partement,Parking,50502
4510,avenue de Laon,51454,49.27571,4.017085,Parking relais Belges,Parking relais,51454
4511,avenue du G̩n̩ral Koenig,51454,49.225746,4.019744,Parking relais H̩pital debr̩,Parking relais,51454
4512,18 Rue Jean XXIII,51454,49.28507,4.0281644,Parking relais Neufch̩tel,Parking relais,51454
4513,Place Lenoncourt,51454,49.242516,4.041732,Basilique St Remi,Parking,51454
4514,rue de Saint-Brice,51454,49.255795,4.02126,H̩tel de Police de Reims,Parking,51454
4515,2 Rue Gabriel Voisin,51454,49.236084,4.0691757,H̩tel Mercure Reims Parc des Expositions,Parking,51454
4516,10 avenue du G̩n̩ral Giraud,51454,49.24062,4.0548453,Parc de Champagne,Parking,51454
4517,rue Anquetil,51454,49.26573,4.023422,Parking Anquetil,Parking,51454
4518,place Saint Remi,51454,49.242634,4.041739,Parking Basilique Saint Remi,Parking,51454
4519,Boulevard Wilson,51454,49.242924,4.016435,Parking Bd Wilson,Parking,51454
4520,place Boulingrin,51454,49.26089,4.0320487,Parking Boulingrin,Parking,51454
4521,rue Pierre Taittinger,51454,49.237904,4.0006714,Parking Campus Universit̩ de Reims,Parking,51454
4522,rue Gambetta,51454,49.24494,4.040045,Parking Centre administratif Gambetta,Parking,51454
4523,rue colasse,51454,49.241005,4.037661,Parking Colasse,Parking,51454
4524,place Pierre Fermat,51454,49.279568,4.019526,Parking de Fermat,Parking,51454
4525,boulevard Foch,51454,49.25977,4.028589,Parking Foch,Parking,51454
4526,rue Raymond Poincar̩,51454,49.28261,4.019191,Parking Georges H̩bert,Parking,51454
4527,avenue L̩on Blum,51454,49.226643,4.011834,Parking L̩on Blum,Parking,51454
4528,rue L̩opold Charpentier,51454,49.27591,4.019057,Parking L̩opold Charpentier,Parking,51454
4529,place Luton,51454,49.270454,4.025663,Parking Luton,Parking,51454
4530,rue martin peller,51454,49.246384,4.013202,Parking Martin peller,Parking,51454
4531,chauss̩e Bocquaine,51454,49.24503,4.027005,Parking Nautilud,Parking,51454
4532,rue Gabriel Voisin,51454,49.234676,4.062593,Parking Parc des expositions,Parking,51454
4533,rue Hincmar,51454,49.250256,4.0283594,Parking Poittevin,Parking,51454
4534,chauss̩e Bocquaine,51454,49.248238,4.022933,Parking Stade delaune,Parking,51454
4535,place Aristide Briand,51454,49.25733,4.039487,Place Aristide Briand,Parking,51454
4536,Place Brouette,51454,49.26053,4.0467825,Place Brouette,Parking,51454
4537,41 Route de Witry,51454,49.269276,4.0686865,Magasin Lidl,Supermarch̩,51454
4541,Avenue du Ch̩ne Saint-Amand,52448,48.6253,4.966997,Parking Ch̩ne Saint-Amand,Parking,52448
4542,58 Avenue Roger Salengro,52448,48.640163,4.917967,"Parking priv̩ du ""Relais des Nations""",Parking,52448
4543,Rue Andr̩ Chenier,52448,48.626488,4.9478555,Parking Stade Charles Jacquin,Parking,52448
4544,Avenue Jean-Pierre Timbaud,52448,48.625027,4.990825,Parking Timbaud,Parking,52448
4549,D22,53014,47.818428,-0.6787278,Aire de covoiturage de la Roche - Az̩,Parking,71009
4550,Rue de Terre Rouge,53014,47.829716,-0.68460184,Aire de covoiturage de Terre Rouge - Az̩,Parking,71009
4551,Rue de Terre Rouge,53014,47.829716,-0.68460184,Aire de covoiturage de Terre Rouge - Az̩,Parking,71009
4552,D22,53014,47.818428,-0.6787278,Aire de covoiturage de la Roche - Az̩,Parking,71009
4559,D31,53054,48.1067,-0.84443194,Aire de covoiturage de La Martini̩re - Chang̩,Aire de covoiturage,53054
4560,Rue Albert Einstein,53054,48.08997,-0.7543102,Parking Relais Technopolis,Parking relais,53054
4561,D31,53054,48.1067,-0.84443194,Aire de covoiturage de La Martini̩re - Chang̩,Aire de covoiturage,53054
4562,Rue Albert Einstein,53054,48.08997,-0.7543102,Parking Relais Technopolis,Parking relais,53054
4585,Avenue de l'Atlantique,53130,48.05495,-0.79010487,Parking Relais La Jaunaie,Parking relais,53130
4586,Route de Foug̩res,53130,48.08076,-0.797469,Parking Relais Octroi,Parking relais,53130
4587,25-31 Rue Albert Einstein,53130,48.05437,-0.7415266,Parking Relais Saint Nicolas,Parking relais,53130
4588,Route de Foug̩res,53130,48.08076,-0.797469,Parking Relais Octroi,Parking relais,53130
4589,25-31 Rue Albert Einstein,53130,48.05437,-0.7415266,Parking Relais Saint Nicolas,Parking relais,53130
4590,Avenue de l'Atlantique,53130,48.05495,-0.79010487,Parking Relais La Jaunaie,Parking relais,53130
4623,Place de l'̩glise,53250,47.96522,-1.0436006,Aire de covoiturage Place de l'̩glise,Parking,53250
4624,Place de l'̩glise,53250,47.96522,-1.0436006,Aire de covoiturage Place de l'̩glise,Parking,53250
4659,1 Rue du G̩n̩ral Leclerc,54222,48.497494,6.51168,Parking du Monument aux morts,Parking,54222
4672,ZA De Lesmenils. Grand Pr̩. 54700 Pont-̩-Mousson,54431,48.9343,6.109868,Campanile Pont-̩-Mousson,Parking,54431
4677,546 Avenue du G̩n̩ral Bigeard. 54200 Toul,54528,48.662357,5.887895,Parking Cora,Supermarch̩,54528
4678,19 Avenue du G̩n̩ral Bigeard. 54200 Toul,54528,48.671246,5.893489,Parking Michonette,Parking,54528
4683,Parc d'activ̩ Cap Ouest. 56350 Allaire,56001,47.63334,-2.176899,Aire de covoiturage de Intermarch̩. Cap Ouest,Aire de covoiturage,56001
4685,28 Route de Parc Botquelen. 56610 Arradon,56003,47.64101,-2.818309,Aire de covoiturage de Botquelen,Aire de covoiturage,56003
4702,3 Rue des Cerisiers. 56480 Cl̩gu̩rec,56041,48.12505,-3.073162,Parking Salle des F̩tes,Parking,56041
4721,Kernours. 56700 Kervignac,56094,47.759907,-3.286759,Aire de covoiturage de Kergo-Kernous,Aire de covoiturage,56094
4722,Rohabon. 56700 Kervignac,56094,47.79493,-3.238014,Aire de covoiturage de Le Porzo,Aire de covoiturage,56094
4735,Le Pont. Boulevard de Bretagne. 56130 Nivillac,56147,47.525974,-2.303977,Pont Suspendu,Aire de covoiturage,56147
4747,20 Maneguen. 56680 Plouhinec,56169,47.706463,-3.220152,Aire de covoiturage de Man̩guen,Aire de covoiturage,56169
4750,85 Avenue de la Lib̩ration. 56300 Pontivy,56178,48.069515,-2.945259,Parking E.Leclerc St Niel,Supermarch̩,56178
4751,16 Rue Ch̩teaubriand. 56620 Pont-Scorff,56179,47.83366,-3.41245,Aire de covoiturage de Ninijo Route de Quimperl̩,Aire de covoiturage,56179
4752,2-4 Rue Kroez Forn. 56620 Pont-Scorff,56179,47.829437,-3.404594,Route de Lorient,Aire de covoiturage,56179
4764,D775. 56250 Saint-Nolff,56231,47.695576,-2.633671,Aire de covoiturage de Kerboulard,Aire de covoiturage,56231
4773,2 Rue Aristide Boucicaut. 56000 Vannes,56260,47.67067,-2.789974,Aire de covoiturage de Atlanville,Aire de covoiturage,56260
4774,21 Rue de Kerbiquette. 56000 Vannes,56260,47.686176,-2.769405,Rond Point des 3 Rois,Aire de covoiturage,56260
4787,A4 Sortie 43,57540,48.77027,7.2386518,Covoiturage SANEF Phalsbourg,Sortie d'autoroute,57540
4792,45 Route du Buchel,57672,49.356777,6.110775,Aire de covoiturage du Buchel,Aire de covoiturage,57672
4793,84 route du Buchel,57672,49.36035,6.1107883,E.Leclerc Drive Thionville Veymerange,Supermarch̩,57672
4809,vers A77,58303,47.03289,3.142779,Botanic,Supermarch̩,58303
4813,"Chemin de la Chapelle Lacroix, 59910 Bondues",59090,50.693478,3.0881946,Le Fort,Parking,59090
4839,"Route d'Hazebrouck, 59270 M̩teren",59270,50.734627,2.699398,Route d'Hazebrouck,Aire de covoiturage,59401
4840,"Rte d'Hazebrouck, 59270 M̩teren",59270,50.734695,2.699539,Aire de covoiturage de M̩teren Haeghe Doorne,Aire de covoiturage,59401
4856,"B'Twin Village, Rue du Professeur Langevin, 59000 Lille",59350,50.62012,3.0833457,Petit Maroc,Parking,59350
5305,2-8 Avenue du Pays d'Ouche,61214,48.768307,0.633871,Eglise St Barth̩l̩my,Aire de covoiturage,61214
5306,Place du Parc,61214,48.76216,0.634393,Parking Communaut̩ de Communes des Pays de L'Aigle,Aire de covoiturage,61214
5338,A1 Sortie 15,62041,50.269054,2.863659,Covoiturage SANEF Arras,Sortie d'autoroute,62041
5739,A26 Sortie 3,62765,50.722977,2.1727362,Covoiturage Saint-Omer,Sortie d'autoroute,62765
5794,5 Rue Saint-Pierre. 63600 Ambert,63003,45.547394,3.7287228,Parking Rue St Pierre,Parking,63003
5795,10 Place du Livradois. 63600 Ambert,63003,45.548813,3.7450974,Place du Livradois,Parking,63003
5796,25 Avenue Georges Clemenceau. 63600 Ambert,63003,45.55201,3.7400253,Place Georges Courtial,Parking,63003
5805,Avenue de la R̩publique. 63160 Billom,63040,45.723385,3.3325415,Parking Salle du Moulin de L'̩tang,Parking,63040
5807,250 Avenue des ̩tats Unis. 63150 La Bourboule,63047,45.5904,2.7463439,Parking Avenue des Etats-Unis,Parking,63047
5810,2 Rue du Grillon. 63118 C̩bazat,63063,45.82999,3.0986807,Parking du Parc,Parking,63063
5811,13 Rue d'Aubiat. 63118 C̩bazat,63063,45.83361,3.0939667,Parking ̩cole de Musique,Parking,63063
5818,72 Rue des Liondards. 63000 Clermont-Ferrand,63113,45.761814,3.0898278,Parking Place Henri dunant,Parking,63113
5833,4 Avenue du Dr Bienfait. 63500 Issoire,63178,45.551426,3.2705688,Parking Ibis,Parking,63178
5834,47B Rue du Huit Mai. 63500 Issoire,63178,45.543774,3.2426648,Parking P̩le Emploi,Parking,63178
5835,Rue de l'Union Sovi̩tique. 63500 Issoire,63178,45.544872,3.2548635,Parking Rue de L'Union Sovi̩tique,Parking,63178
5850,6 All̩e George Sand. 63240 Le Mont-Dore,63236,45.574005,2.808437,Parking Casino,Parking,63236
5857,256 La Gare. 63330 Pionsat,63281,46.11457,2.6901047,Parking du Cimeti̩re,Parking,63281
5866,D2009,63327,45.923946,3.141227,Parking Croisement D421 Et D2009,Parking,63327
5867,3 Rue du Stade. 63200 Saint-Bonnet-pr̩s-Riom,63327,45.934464,3.1092312,Parking du Stade,Parking,63327
5879,A89 Sortie 29 Thiers Ouest,63430,45.859467,3.504613,Parking de covoiturage de Thiers Ouest,Aire de covoiturage,63430
5882,"Rond point D15/D986, Volvic",63470,45.864876,3.039318,Aire de Covoiturage de Volvic,Aire de covoiturage,63470
5941,Route de la Pierre Saint-Martin RD919,64422,43.18456,-0.627918,Aire de covoiturage de la Plaine Sportive,Aire de covoiturage,64422
5942,6 Avenue de Lattre de Tassigny,64422,43.192547,-0.619685,Aire de covoiturage de la Salle Palas,Aire de covoiturage,64422
5960,Avenue Marcel Paul,64430,43.47344,-0.757269,Parking Base de loisirs,Parking,64430
5961,D933,64430,43.50068,-0.749536,Rond Point Fran̤ois Mitterand,Parking,64430
5972,Intersection RD933 - RD430,64499,43.47592,-0.912025,Parking du Jet d'eau (rond point),Parking,64499
