id_lieu,nom_lieu,adresse_lieu,commune,code_INSEE_Lieu,type_lieu,longitude,latitude
35,Aire de covoiturage A42 Meximieux Perouges,Dept. 01 - Autoroute A42 - Diffuseur n°7,PEROUGES,01290,Aire de covoiturage,5.18408351337754,45.8597518026284
36,Parking du Stade,"Route Saint Martin Le Chétel ""Stade""",POLLIAT,01301,Parking,5.126572,46.251132
37,Parking Quinconces,"Route De Chamonin - ""Quinconces""",POLLIAT,01301,Parking,5.121596,46.250066
38,Pont-d'Ain,Dept. 01 - Autoroute A42 - Diffuseur n°9,PONT-D'AIN,01304,Aire de covoiturage,5.33049,46.049867545
39,Parking Mairie,Place de la Mairie,Saint-Cyr-sur-Menthon,01343,Parking,4.974385,46.275074
40,Terrain de Boules - Chemin des Lyonniéres,Chemin Des Lyonniéres - Terrain De Boules,ST ETIENNE DU BOIS,01350,Parking,5.289722222,46.28322222
41,Terrain de Boules - Chemin des Lyonnières,chemin des Lyonnières - terrain de boules,SAINT-ETIENNE-DU-BOIS,01350,Aire de covoiturage,5.289722,46.2832222
42,SAINTE-EUPHÉMIE,"841 rue de la mairie, 01600 SAINTE-EUPHÉMIE",SAINTE-EUPHEMIE,01353,Aire de covoiturage,4.793284,45.971647
43,Arrêt Covoit'ici Lste Julie,"Route de Leyment, Sainte Julie",SAINTE-JULIE,01366,Auto-stop,5.27922083937107,45.8907693335394
44,Aire de covoiturage Saint-Maurice-De-Beynost,Saint-Maurice-De-Beynost,ST MAURICE DE BEYNOST,01376,Sortie d'autoroute,4.989172,45.820935
45,Parking de covoiturage de St Sorlin en Bugey,"Rond Point du Pont de Lagnieu, 01150, Saint-Sorlin-en-Bugey",SAINT-SORLIN-EN-BUGEY,01386,Aire de covoiturage,5.34734366168449,45.8857341648967
46,Arrêt Covoit'ici St Sorlin en Bugey,"Route du Port, Saint Solrin en Bugey",SAINT-SORLIN-EN-BUGEY,01386,Auto-stop,5.37029535905082,45.8849147277107
47,Arrêt Covoit'ici Centrale EDF,"Parking RTE Centrale EDF Bugey, D20, Saint Vlubas",SAINT-VULBAS,01390,Auto-stop,5.25456408521974,45.7957709495424
48,Arrêt Covoit'ici PIPA Nord,"Avenue des Bergeries, Saint Vulbas",SAINT-VULBAS,01390,Auto-stop,5.28413734870342,45.8479994791312
49,Arrêt Covoit'ici PIPA Sud,"Rue Charles de Gaulle, Saint Vulbas",SAINT-VULBAS,01390,Auto-stop,5.28684558357301,45.8368502178655
50,Arrêt Covoit'ici Sault Brenaz,"Grand Rue, Sault Brenaz",SAULT-BRENAZ,01396,Auto-stop,5.40546777519829,45.8577068695411
51,Parking des Sports,D1083 Servas,SERVAS,01405,Aire de covoiturage,5.163272,46.131197
52,Place de La Fontaine,Place De La Fontaine- Anciens Combattants,TOSSIAT,01422,Parking,5.316269444,46.14157222
53,Bourg-Sud,Dept. 01 - Autoroute A40 - Diffuseur n°7,TOSSIAT,01422,Aire de covoiturage,5.28546756,46.145169
54,TOUSSIEUX- Salle des fêtes,"194 route de Sainte-Euphémie, 01600 TOUSSIEUX",TOUSSIEUX,01423,Aire de covoiturage,4.822062,45.96017
55,Parking du Stade,Stade De Sport,VAL REVERMONT,01426,Parking,5.362436111,46.26710278
56,TRÉVOUX - Saint Mamet,"5 rue Robert Baltié, 01600 TRÉVOUX",TREVOUX,01427,Aire de covoiturage,4.768434,45.940257
57,Trévoux - Chantegrillet,Rue de la Montluelde 01600 Trévoux,TREVOUX,01427,Aire de covoiturage,4.780993,45.940813
58,Mairie de Vandeins,D45 Vandeins,VANDEINS,01429,Aire de covoiturage,5.078811,46.215842
59,Viriat,Dept. 01 - Autoroute A40 - Diffuseur n°6,VIRIAT,01451,Aire de covoiturage,5.272827,46.2363254
60,Péage Laon,Gare De Péage. Autoroute A26. 02000 Chambry,CHAMBRY,02157,Sortie d'autoroute,3.663798596,49.60744757
61,Super U Charly Sur Marne,Route De Pavant. 02310 Charly-Sur-Marne,CHARLY SUR MARNE,02163,Supermarché,3.282443232,48.97251912
62,Covoiturage SANEF Château-Thierry,A4 Sortie 20 La Planchette 02400 Bézu-Saint-Germain,CHATEAU THIERRY,02168,Sortie d'autoroute,3.400251563,49.07858266
63,Carrefour Chateau Thierry,37 Avenue d'Essémes. 02400 Chéteau-Thierry,CHATEAU THIERRY,02168,Supermarché,3.387474767,49.0406979
64,Leclerc Chéteau Thierry,12 Rue de la Plaine. 02400 Chéteau-Thierry,CHATEAU THIERRY,02168,Supermarché,3.389779016,49.03736798
65,Mairie de ConDé En Brie,1 Rond-Point Du Cahot. 02330 ConDé-En-Brie,CONDE EN BRIE,02209,Aire de covoiturage,3.555901022,49.00457585
66,Parking écoquartier Crézancy,2 Rue De Paris. 02650 Crézancy,CREZANCY,02239,Aire de covoiturage,3.513723672,49.04996586
67,Super U Fére En Tardenois,Fére En Tardenois. 02130 Fére-En-Tardenois,FERE EN TARDENOIS,02305,Supermarché,3.516296885,49.20296656
68,Covoiturage SANEF Laon,A26 Sortie 13,LAON,02408,Sortie d'autoroute,3.663693,49.606902
69,Arpheuille Centre,Route départementale 160,Arpheuilles-Saint-Priest,03007,Auto-stop,2.6785002,46.2243316
70,Arpheuille Centre n°2,Route Départementale n°160,Arpheuilles-Saint-Priest,03007,Auto-stop,2.6783173,46.2242027
71,Montrobert,Route communale,Arpheuilles-Saint-Priest,03007,Auto-stop,2.6421855,46.2480070
72,La Croix de Fer,Carrefour Rd 69 / Rd 160,Arpheuilles-Saint-Priest,03007,Auto-stop,2.6635228,46.2283407
73,Aire de covoiturage de Bizeneuille,Lieudit Fragne,BIZENEUILLE,03031,Aire de covoiturage,2.69891609,46.38681335
74,Aire de Chemilly,Echangeur RCEA (N79),CHEMILLY,03073,Aire de covoiturage,3.31629589,46.47358012
75,Parking de L'Eglise,Place de l'Eglise,CHEMILLY,03073,Parking,3.31658635,46.48921715
76,Parking du Bourg,Place de la LIberté (face garage Renault),COSNE D ALLIER,03084,Parking,2.83054592,46.47558623
77,Parking du Bourg,Le Bourg,CRESSANGES,03092,Parking,3.16075256,46.44417676
78,Aire de covoiturage du Creuzier,Lieudit les Ancizes,CREUZIER LE NEUF,03093,Aire de covoiturage,3.45437124,46.18481218
79,Parking de La Verne,Parking de la Verne,DESERTINES,03098,Parking,2.62639058,46.34439195
80,Stade,Parking du Stade,DOMERAT,03101,Parking,2.54675315,46.35823287
81,Parking Thomassots,Les Thomassots,DOMPIERRE SUR BESBRE,03102,Parking,3.68849384,46.51791574
82,Aire de covoiturage des Chillins,Les Chillins proximité echangeur A71-A719,GANNAT,03118,Aire de covoiturage,3.13837825,46.10311391
83,Place Saint-James,Place Saint James,GANNAT,03118,Parking,3.19906571,46.09634674
84,Za Les Clos durs,ZA les Clos Durs,GANNAT,03118,Parking,3.2030103,46.11107088
85,Parking de La Mairie,Le Bourg,GIPCY,03122,Parking,3.05378868,46.50258963
86,Place du Marché Couvert,Place du Marché Couvert,JALIGNY SUR BESBRE,03132,Parking,3.59436117,46.37931377
87,Aire des Vérités,Bellevue,LAPALISSE,03138,Aire de covoiturage,3.61326614,46.24541141
88,Place Jean Macé,Place Jean Macé,LAPALISSE,03138,Parking,3.62925909,46.24866192
89,Parking terrain de tennis,Parking tennis club,CHANTELLE,03140,Parking,3.157248487341929,46.240771787258986
90,Parking Salle des fetes,Parking salle des fetes,FLEURIEL,03140,Parking,3.1768981715065703,46.282924001479955
91,Marcillat Centre,Grand-Rue,Marcillat-en-Combraille,03161,Auto-stop,2.6314635,46.1674022
92,Marcillat centre n°2,Grand-Rue,Marcillat-en-Combraille,03161,Auto-stop,2.6313074,46.1673228
93,Centre Bourg - 2,Route Départementale RD350,Mazirat,03167,Auto-stop,2.5405941,46.2233201
94,Centre Bourg - 1,Route Départementale RD50,Mazirat,03167,Auto-stop,2.5405819,46.2234939
95,Place du Champ de Foire,Place du champ de foire,LE MONTET,03183,Parking,3.0535136,46.40858365
96,Parking Saint-Jean,Route de Néris,MONTLUCON,03185,Parking,2.6099707,46.32602626
97,Faucheroux,Ave John Kennedy,Montluçon,03185,Auto-stop,2.608654,46.3296130
98,St Jean du haut,62 route de Villebret,Montluçon,03185,Auto-stop,2.6114114,46.3214880
99,Ronnet Centre,Carrefour RD160 / RD 154,Ronnet,03216,Auto-stop,2.6994999,46.2053511
100,Ronnet Centre n°2,Route Départementale n°160,Ronnet,03216,Auto-stop,2.6992571,46.2050540
101,St Fargeol,Carrefour RD 51/ RD 351,Saint-Fargeol,03231,Auto-stop,2.629069,46.1376269
102,St Genest,Route départementale n°50,Saint-Genest,03233,Auto-stop,2.5917511,46.2647797
103,La Grange,Route Départementale 152,Saint-Genest,03233,Auto-stop,2.6300745,46.2563401
104,St Genest,Rouite départementale n°50,Saint-Genest,03233,Auto-stop,2.5919287,46.2647098
105,Parking Salle Polyvalente,Salle Polyvalente. place de la Mairie,ST GERAND DE VAUX,03234,Parking,3.40064274,46.38009454
106,St Marcel en Marcillat,Route Départementale RD 435,Saint-Marcel-en-Marcillat,03244,Auto-stop,2.5903915,46.1449246
107,St Marcel en Marcillat,Route Départementale 432,Saint-Marcel-en-Marcillat,03244,Auto-stop,2.5910523,46.1447780
108,Centre Bourg,Rue du Bon Accueil - RD151,Sainte-Thérence,03261,Auto-stop,2.5606381,46.2423490
109,Carrefour RD151 / RD50,Carrefour Routes départementales RD151 / RD50,Sainte-Thérence,03261,Auto-stop,2.5713095,46.2397744
110,Centre Aqualudique,Parking Centre Aqualudique,ST VICTOR,03262,Parking,2.58529404,46.37863358
111,Terjat - Stade,Route Départementale 109,Terjat,03280,Auto-stop,2.6173882,46.2039665
112,Bar Tabac,Carrefour routes départementales RD109 / RD151,Terjat,03280,Auto-stop,2.6159988,46.2035552
113,Parking Lieu-Dit L'Hermitage,Lieu dit l'Hermitage,TREZELLES,03291,Parking,3.58485918,46.32831573
114,La Goutelle,Route départementale RD50,Villebret,03314,Auto-stop,2.6040991,46.2914927
115,Stade,Route de Beauregard / RD452,Villebret,03314,Auto-stop,2.6286798,46.2776547
116,Villebret Centre,Rue Raoul DAUTRY,Villebret,03314,Auto-stop,2.6376232,46.2681921
117,Beauregard,Route de Beauregard - RD452,Villebret,03314,Auto-stop,2.6187127,46.2818167
118,Parking Avenue Michelet,Avenue Michelet,BELLENAVES,03330,Parking,3.080136817817565,46.19834292198643
119,Parking Rue du 8 mai,Rue du 8 mai 1945,BELLENAVES,03330,Parking,3.077737712447782,46.20091209428352
120,Parking Municipal,Parking municipal Allee des Coteaux,EBREUIL,03450,Aire de covoiturage,3.085740109072696,46.116342591814785
121,Parking place de la liberte,Rue de la pierre Billot,BRANSAT,03500,Parking,3.2289150782108407,46.31918893121457
122,Parking Saulcet,Allee Roger Cherillat,SAULCET,03500,Parking,3.2629259909122985,46.32507311251342
123,Parking de covoiturage,Parking de la Mairie,LE MAYET D'ECOLE,03800,Aire de covoiturage,3.240662055463683,46.16833821857797
124,Parking du Coin Marsat,Place du Coin Marsat,MAZERIER,03800,Parking,3.190297469600161,46.12529001259516
125,Place de La Mairie,5 Place de la Mairie. 04510 Aiglun,AIGLUN,04001,Parking,6.144045,44.050758
126,Parking Allée des Pins,4 Allée des Pins. 04400 Barcelonnette,BARCELONNETTE,04019,Parking,6.635163,44.386475
127,Parking du Cimetiére,Le Village. 04330 Barréme,BARREME,04022,Parking,6.372135,43.955113
128,Parking Parcelle 683 Sur La D951. Ancien Point Relais Information,Les Mouliniers. 05190 Bréziers,BELLAFFAIRE,04026,Parking,6.184797,44.422655
129,Place St Jean La Bégude. Bras D'Asse,1 Route de la Fontaine. 04270 Bras-d'Asse,BRAS D ASSE,04031,Parking,6.13412,43.920125
130,Parking de La Mairie,Le Brusquet - Village. 04420 Le Brusquet,LE BRUSQUET,04036,Parking,6.313541,44.161969
131,Parking du Passavour,La cabine du passavour. 04200 Curel,CUREL,04067,Parking,5.672785,44.176217
132,Parking Décathlon Route de Marseille,5 Route de Marseille. 04000 Digne-les-Bains,DIGNE LES BAINS,04070,Parking,6.17887,44.069529
133,Parking Entrée de Village,D907 à droite de l'entrée du village en arrivant de Mézel,ESTOUBLON,04084,Parking,6.17125,43.943831
134,Place de L'église,2 Le Village. 04400 Faucon-de-Barcelonnette,FAUCON DE BARCELONNETTE,04086,Parking,6.678269,44.393746
135,"Parking devant Le Camping ""Les Lauzons""",Les Bouires,LIMANS,04104,Parking,5.733151,43.973047
136,Parking de L'Esplanade Jean Moulin,4586 Avenue du Général de Gaulle. 04510 Mallemoisson,MALLEMOISSON,04110,Parking,6.126217,44.041722
137,Parking de covoiturage de Manosque,A51 Sortie 18 Manosque,MANOSQUE,04112,Aire de covoiturage,5.811568,43.808712
138,Parking Au Carrefour des 4 Chemins,D117 & D17,MIRABEAU,04122,Parking,6.10239,44.05902
139,Parking de covoiturage de Peyruis,A51 Sortie 20 Peyruis,PEYRUIS,04149,Aire de covoiturage,5.960759,44.038156
140,Parking du Croisement D460 et Rn202 (Au Passage à Niveau),D460. 04240 Saint-Benoét,ST BENOIT,04174,Parking,6.724074,43.960158
141,Parking de covoiturage de Sisteron Nord,A51 Sortie 23 Sisteron Nord,Sisteron,04200,Aire de covoiturage,5.914138,44.224555
142,Sisteron Nord,Sisteron Nord (échangeur n°23 de l'A 51),Sisteron,04209,Aire de covoiturage,5.9143268,44.2242963
143,Parking du Quartier Les Bourres,19 Les Bourres. 04380 Thoard,THOARD,04217,Parking,6.132315,44.136228
144,Place du Village,206 Boulevard Paul Avignon. 04380 Thoard,THOARD,04217,Parking,6.148995,44.149327
145,Parking de La Poste,PLACE FERNAND GILLY. Lotissement le Clét. 04400 Les Thuiles,LES THUILES,04220,Parking,6.572451,44.394026
146,Parking du Stade,Avenue Paul Honnorat. 04250 Turriers,TURRIERS,04222,Parking,6.170568,44.399939
147,Parking de La Za des Chabrand,15 Traverse du Bachelard. 04400 Barcelonnette,UVERNET FOURS,04226,Parking,6.627212,44.377922
148,Parking Godille Tabac,Pra Loup 1500. 04400 Pra-Loup,UVERNET FOURS,04226,Parking,6.614785,44.360672
149,Parking de La Salle Polyvalente,6018 Pl. Frederic Mistral. 04210 Valensole,VALENSOLE,04230,Parking,5.986746,43.836375
150,Aire de Loisirs Mathieu Perona,33 La Coueste. 04290 Volonne,VOLONNE,04244,Parking,6.009842,44.109882
151,Aire de covoiturage de Volx,A51. 04130 Volx,VOLX,04245,Aire de covoiturage,5.848225,43.842979
152,Parking Ecomobilité Croix Rouge,route de grasse,Antibes,06004,Aire de covoiturage,7.0891874016205,43.59712913313066
153,Parking Ecomobilité Martyrs de la résistance,avenue des Martyrs de la Résistance,Antibes,06004,Aire de covoiturage,7.091733468463417,43.59592234427828
154,Parc Relais Alambic,D9. 06130 Grasse,GRASSE,06069,Parking relais,6.936138,43.641102
155,Parc Relais La Canardiére,Zone Industrielle De La Canardiére. Avenue du Maréchal Lyautey. 06210 Mandelieu-la-Napoule,MANDELIEU LA NAPOULE,06079,Parking relais,6.946097,43.553332
156,Parc Relais Giratoire Pénétrante,600 Route de la Roquette. 06370 Mouans-Sartoux,MOUANS SARTOUX,06084,Parking relais,6.967739,43.612562
157,Parc Relais Les Plans,117 Avenue des Ferrayonnes. 06270 Villeneuve-Loubet,VILLENEUVE LOUBET,06161,Parking relais,7.127547,43.652775
158,Station de service Alba la Romaine,D263A. 07400 Alba-la-Romaine,ALBA LA ROMAINE,07005,Parking,4.595806,44.56277
159,Station Essence Torrenson,10 Avenue de Beaucaire. 07340 Andance,ANDANCE,07009,Parking,4.798276,45.23621
160,Aire de covoiturage de Champis,3945 Route de Valence. 07440 Champis,CHAMPIS,07052,Aire de covoiturage,4.765861,44.941659
161,Portes du Pays de Crussol,41 Route Royale. 07240 Chéteauneuf-de-Vernoux,CHATEAUNEUF DE VERNOUX,07060,Parking,4.642699,44.919568
162,Plaisance,5 Chemin d'Aurives. 07160 Le Cheylard,LE CHEYLARD,07064,Parking,4.428552,44.911867
163,Parking Boucherie Valla,Le Village E. 07410 Colombier-le-Vieux,COLOMBIER LE VIEUX,07069,Parking,4.695545,45.066191
164,Salle des fétes,126 Avenue du Colonel Rousset. 07130 Cornas,CORNAS,07070,Parking,4.848119,44.960664
165,Les Chrysanthémes,2 Pl. des Chrysanthemes. 07350 Cruas,CRUAS,07076,Parking,4.759546,44.652089
166,Aire de covoiturage de Davézieux,2147 Route de Lyon. 07430 Saint-Clair,DAVEZIEUX,07078,Aire de covoiturage,4.706238,45.261776
167,Aire de covoiturage de Félines,71 D109. 07340 Felines,FELINES,07089,Aire de covoiturage,4.740932,45.308776
168,Parking Stade Mistral,459 Rue Pierre Curie. 07500 Guilherand-Granges,GUILHERAND GRANGES,07102,Parking,4.884288,44.93741
169,Espace Seroul,D19. 07380 Jaujac,JAUJAC,07107,Parking,4.264253,44.635618
170,Aire de covoiturage Lablachére,D104A. 07230 Lablachére,LABLACHERE,07117,Aire de covoiturage,4.220053,44.458547
171,Parking Lachapelle sous Aubenas,540 Route de Saint-Sernin. 07200 Lachapelle-Sous-Aubenas,LACHAPELLE SOUS AUBENAS,07122,Parking,4.374353,44.570055
172,Le boulodrome,33 Avenue Centrale. 07380 Lalevade-d'Ardéche,LALEVADE D ARDECHE,07127,Parking,4.322269,44.651711
173,Les Déviéres,2 Rue Raoul Follereau. 07270 Lamastre,LAMASTRE,07129,Parking,4.572838,44.982221
174,Coudoulas,N102. 07170 Lavilledieu,LAVILLEDIEU,07138,Parking,4.462739,44.567346
175,Aire de covoiturage de Meysse,1 Rue Chevriére. 07400 Meysse,MEYSSE,07157,Aire de covoiturage,4.724946,44.60963
176,Parking de l'église Saint-Jacques,D578. 07160 Noniéres,NONIERES,07165,Parking,4.486631,44.932481
177,Aire de covoiturage de Peaugres,39 Route des Maures. 07340 Peaugres,PEAUGRES,07172,Aire de covoiturage,4.734216,45.291566
178,Parking arcades voie ferrée,1123 D86. 07250 Le Pouzin,LE POUZIN,07181,Parking,4.750111,44.756025
179,Aire covoiturage de Quintenas,20 D578,QUINTENAS,07188,Aire de covoiturage,4.685986,45.191302
180,Parking du rond point D120,D120. 07320 Saint-Agréve,ST AGREVE,07204,Parking,4.401874,45.006689
181,Parking la poste,Fontaine Bénite. 07790 Saint-Alban-d'Ay,ST ALBAN D AY,07205,Parking,4.63903,45.188619
182,Aire covoiturage de Saint-Clair,1717 D820,SAINT-CLAIR,07225,Aire de covoiturage,4.687803,45.268609
183,Parking D86 La Marequiére,La Marequiére. 07700 Saint-Marcel-d'Ardéche,ST MARCEL D ARDECHE,07264,Parking,4.631091,44.325145
184,Parking du rond point D262,La Borne. 07220 Saint-Montan,ST MONTAN,07279,Parking,4.649549,44.43041
185,Parking Bar Chambon Joel,82 D7. 07000 Saint-Priest,ST PRIEST,07288,Parking,4.574834,44.720736
186,Aire de covoiturage de Saint-Privat,Saint-Privat Gabelu. 07200 Saint-Privat,ST PRIVAT,07289,Aire de covoiturage,4.41817,44.62665
187,Parking en face l'Eglise Reformée,1 Place du Jardin Public. 07190 Saint-Sauveur-de-Montagut,ST SAUVEUR DE MONTAGUT,07295,Parking,4.57777,44.820196
188,Parking en face de Votre marché,35 Chemin de l'Ardéche. 07200 Saint-Sernin,ST SERNIN,07296,Parking,4.393451,44.570891
189,Aire de covoiturage D322,D322. 07210 Saint-Vincent-de-Barrés,ST VINCENT DE BARRES,07302,Aire de covoiturage,4.70616,44.661717
190,Parking Intermarché Soyons,915-891 Chemin du Ruisseau. 07500 Soyons,SOYONS,07316,Parking,4.861913,44.917749
191,Aire de covoiturage du Teil,ZAC Entre Pont et Rhéne. 07400 Le Teil,LE TEIL,07319,Aire de covoiturage,4.68897,44.554489
192,Parking rond point D370A,D370A Vernosc-lès-Annonay,VERNOSC-LES-ANNONAY,07337,Aire de covoiturage,4.715622,45.234351
193,Parking D232,D14. 07240 Vernoux-en-Vivarais,VERNOUX EN VIVARAIS,07338,Parking,4.679828,44.908164
194,Parking Camping Municipal Le Bois de Prat,410 Allée de Prat. 07240 Vernoux-en-Vivarais,VERNOUX EN VIVARAIS,07338,Parking,4.64981,44.902848
195,Parking La Forét des Contes en Vocance,Chemin des Prés Peloux. 07690 Villevocance,VILLEVOCANCE,07342,Parking,4.59487,45.229671
196,Parking La Foret des Contes en Vocance,"Chemin des Pres Peloux, 07690 Villevocance",VILLEVOCANCE,07342,Parking,4.594814,45.229308
197,Aire de covoiturage Les quatre chemins,D86. 07220 Viviers,VIVIERS,07346,Aire de covoiturage,4.678984,44.492627
198,Parking Salle des fétes,1005-2 Rue René Cassin. 07800 La Voulte-sur-Rhéne,LA VOULTE SUR RHONE,07349,Parking,4.785377,44.802728
199,Gare,Place de la gare,Apremont,08017,Auto-stop,4.9916437,49.2696388
200,Herminette,Rue de la gare,Apremont,08017,Auto-stop,4.990663,49.2691800
201,Ecuries,Place de léglise,Apremont,08017,Auto-stop,4.9878004,49.2696564
202,Fontaine,7  grand rue,Les Grandes-Armoises,08019,Auto-stop,4.892242,49.5321200
203,Vermeil,A langle de la grand rue et de la rue de léglise,Les Petites-Armoises,08020,Auto-stop,4.825611,49.5045200
204,Coquelicot,A langle de la grand rue et de la rue de léglise,Les Petites-Armoises,08020,Auto-stop,4.825943,49.5045520
205,Allin,Rue neuve,Aure,08031,Auto-stop,4.636778,49.2732230
206,Perrières,Au silo  sur la D306,Aure,08031,Auto-stop,4.639556,49.2726240
207,Mairie,Angle grande rue et rue du My,Authe,08033,Auto-stop,4.8792011,49.4583130
208,Moulin,Angle de la grande rue et de la rue du moulin,Authe,08033,Auto-stop,4.8788638,49.4587845
209,Thermes,Rue du moulin,Authe,08033,Auto-stop,4.879174,49.4586970
210,Autruche,Gare d'Autruche,Autruche,08035,Auto-stop,4.891641,49.4419150
211,Camping,Rue des ponts,Autry,08036,Auto-stop,4.838759,49.2653750
212,Gerbille,Voie de Challerange,Autry,08036,Auto-stop,4.829328,49.2688130
213,Gecko,Voie de Challerange,Autry,08036,Auto-stop,4.8295,49.2687710
214,Place,Place du village,Autry,08036,Auto-stop,4.838668,49.2678960
215,Notre Dame,Rue Notre Dame,Ballay,08045,Auto-stop,4.747172,49.4291090
216,Martignière,Croisement de la rue de la Martignière et de la rue Notre Dame,Ballay,08045,Auto-stop,4.749522,49.4307100
217,Moulin,Rue du moulin,Bar-lès-Buzancy,08049,Auto-stop,4.941328,49.4327569
218,Fontaine,21  rue principale,Bar-lès-Buzancy,08049,Auto-stop,4.942281,49.4337730
219,Samaritaine,15  rue principale,Bar-lès-Buzancy,08049,Auto-stop,4.941616,49.4339300
220,Grande rue,Face au 21  grande rue,Bayonville,08052,Auto-stop,5.00659,49.3966330
221,Eglise,Angle de la rue derrière léglise et de la route de Buzancy,Bayonville,08052,Auto-stop,5.005431,49.3967660
222,Lavoir,Angle de la rue de Genève et de la route de Buzancy,Bayonville,08052,Auto-stop,5.005265,49.3970560
223,Salle polyvalente,Angle de la rue principale et de la rue Jean Ferry,Belleville-et-Châtillon-sur-Bar,08057,Auto-stop,4.8287004,49.4464752
224,Place,Face au 31  rue principale,Belleville-et-Châtillon-sur-Bar,08057,Auto-stop,4.8291901,49.4467400
225,Ecole,Angle de la rue principale et de la rue de Brieulles,Belleville-et-Châtillon-sur-Bar,08057,Auto-stop,4.8237722,49.4703615
